date,store_id,state_id,cat_id,total_sales,weekday,month,year,event_name_1,event_type_1,event_name_2,event_type_2
2015-09-18,TX_3,TX,FOODS,2306,Friday,9,2015,,,,
2016-01-01,TX_3,TX,FOODS,1929,Friday,1,2016,NewYear,National,,
2011-03-08,WI_1,WI,HOBBIES,326,Tuesday,3,2011,,,,
2011-03-27,WI_1,WI,HOBBIES,358,Sunday,3,2011,,,,
2011-12-12,WI_1,WI,HOBBIES,208,Monday,12,2011,,,,
2011-12-15,WI_1,WI,HOBBIES,341,Thursday,12,2011,,,,
2012-02-14,WI_1,WI,HOBBIES,235,Tuesday,2,2012,ValentinesDay,Cultural,,
2012-02-16,WI_1,WI,HOBBIES,305,Thursday,2,2012,,,,
2012-05-10,WI_1,WI,HOBBIES,226,Thursday,5,2012,,,,
2012-08-08,WI_1,WI,HOBBIES,174,Wednesday,8,2012,,,,
2012-08-26,WI_1,WI,HOBBIES,288,Sunday,8,2012,,,,
2012-11-06,WI_1,WI,HOBBIES,249,Tuesday,11,2012,,,,
2012-11-27,WI_1,WI,HOBBIES,210,Tuesday,11,2012,,,,
2013-06-03,WI_1,WI,HOBBIES,356,Monday,6,2013,,,,
2013-06-27,WI_1,WI,HOBBIES,220,Thursday,6,2013,,,,
2013-07-24,WI_1,WI,HOBBIES,263,Wednesday,7,2013,,,,
2014-01-23,WI_1,WI,HOBBIES,316,Thursday,1,2014,,,,
2014-08-27,WI_1,WI,HOBBIES,326,Wednesday,8,2014,,,,
2014-10-23,WI_1,WI,HOBBIES,334,Thursday,10,2014,,,,
2014-10-25,WI_1,WI,HOBBIES,617,Saturday,10,2014,,,,
2015-06-08,WI_1,WI,HOBBIES,289,Monday,6,2015,,,,
2015-07-15,WI_1,WI,HOBBIES,369,Wednesday,7,2015,,,,
2015-10-28,WI_1,WI,HOBBIES,349,Wednesday,10,2015,,,,
2011-02-27,WI_1,WI,HOUSEHOLD,510,Sunday,2,2011,,,,
2011-03-03,WI_1,WI,HOUSEHOLD,331,Thursday,3,2011,,,,
2012-01-23,WI_1,WI,HOUSEHOLD,307,Monday,1,2012,,,,
2012-03-06,WI_1,WI,HOUSEHOLD,381,Tuesday,3,2012,,,,
2012-04-19,WI_1,WI,HOUSEHOLD,329,Thursday,4,2012,,,,
2012-08-27,WI_1,WI,HOUSEHOLD,441,Monday,8,2012,,,,
2013-04-14,WI_1,WI,HOUSEHOLD,793,Sunday,4,2013,,,,
2013-06-04,WI_1,WI,HOUSEHOLD,458,Tuesday,6,2013,,,,
2013-09-07,WI_1,WI,HOUSEHOLD,655,Saturday,9,2013,,,,
2013-11-13,WI_1,WI,HOUSEHOLD,384,Wednesday,11,2013,,,,
2013-12-13,WI_1,WI,HOUSEHOLD,512,Friday,12,2013,,,,
2014-03-08,WI_1,WI,HOUSEHOLD,890,Saturday,3,2014,,,,
2014-04-14,WI_1,WI,HOUSEHOLD,508,Monday,4,2014,,,,
2014-06-19,WI_1,WI,HOUSEHOLD,611,Thursday,6,2014,,,,
2015-01-22,WI_1,WI,HOUSEHOLD,576,Thursday,1,2015,,,,
2011-07-26,WI_1,WI,FOODS,752,Tuesday,7,2011,,,,
2012-01-31,WI_1,WI,FOODS,857,Tuesday,1,2012,,,,
2012-06-27,WI_1,WI,FOODS,1190,Wednesday,6,2012,,,,
2013-01-05,WI_1,WI,FOODS,3001,Saturday,1,2013,,,,
2013-04-28,WI_1,WI,FOODS,2005,Sunday,4,2013,,,,
2014-03-12,WI_1,WI,FOODS,1797,Wednesday,3,2014,LentWeek2,Religious,,
2014-03-28,WI_1,WI,FOODS,2096,Friday,3,2014,,,,
2014-05-18,WI_1,WI,FOODS,2882,Sunday,5,2014,,,,
2014-08-25,WI_1,WI,FOODS,1986,Monday,8,2014,,,,
2015-07-23,WI_1,WI,FOODS,1903,Thursday,7,2015,,,,
2015-11-25,WI_1,WI,FOODS,2522,Wednesday,11,2015,,,,
2011-11-06,TX_3,TX,FOODS,2803,Sunday,11,2011,,,,
2011-12-29,TX_3,TX,FOODS,1544,Thursday,12,2011,,,,
2012-10-19,TX_3,TX,FOODS,1898,Friday,10,2012,,,,
2013-06-09,TX_3,TX,FOODS,2739,Sunday,6,2013,,,,
2013-10-05,TX_3,TX,FOODS,2749,Saturday,10,2013,,,,
2013-10-20,TX_3,TX,FOODS,2342,Sunday,10,2013,,,,
2014-01-27,TX_3,TX,FOODS,2342,Monday,1,2014,,,,
2014-04-10,TX_3,TX,FOODS,2057,Thursday,4,2014,,,,
2014-06-08,TX_3,TX,FOODS,3102,Sunday,6,2014,,,,
2015-04-23,TX_3,TX,FOODS,1702,Thursday,4,2015,,,,
2015-11-21,TX_3,TX,FOODS,2319,Saturday,11,2015,,,,
2016-01-04,TX_3,TX,FOODS,2117,Monday,1,2016,,,,
2011-04-16,WI_1,WI,HOBBIES,510,Saturday,4,2011,,,,
2011-12-23,WI_1,WI,HOBBIES,368,Friday,12,2011,,,,
2012-08-11,WI_1,WI,HOBBIES,268,Saturday,8,2012,,,,
2013-08-26,WI_1,WI,HOBBIES,240,Monday,8,2013,,,,
2013-08-29,WI_1,WI,HOBBIES,237,Thursday,8,2013,,,,
2013-08-30,WI_1,WI,HOBBIES,312,Friday,8,2013,,,,
2014-12-08,WI_1,WI,HOBBIES,259,Monday,12,2014,,,,
2015-03-01,WI_1,WI,HOBBIES,483,Sunday,3,2015,,,,
2015-05-21,WI_1,WI,HOBBIES,377,Thursday,5,2015,,,,
2015-05-26,WI_1,WI,HOBBIES,340,Tuesday,5,2015,,,,
2015-06-01,WI_1,WI,HOBBIES,363,Monday,6,2015,,,,
2015-07-28,WI_1,WI,HOBBIES,349,Tuesday,7,2015,,,,
2011-05-19,WI_1,WI,HOUSEHOLD,271,Thursday,5,2011,,,,
2012-01-16,WI_1,WI,HOUSEHOLD,433,Monday,1,2012,MartinLutherKingDay,National,,
2012-08-01,WI_1,WI,HOUSEHOLD,506,Wednesday,8,2012,,,,
2012-08-08,WI_1,WI,HOUSEHOLD,371,Wednesday,8,2012,,,,
2012-10-14,WI_1,WI,HOUSEHOLD,355,Sunday,10,2012,,,,
2013-02-28,WI_1,WI,HOUSEHOLD,515,Thursday,2,2013,,,,
2013-12-23,WI_1,WI,HOUSEHOLD,548,Monday,12,2013,,,,
2015-05-12,WI_1,WI,HOUSEHOLD,534,Tuesday,5,2015,,,,
2015-06-07,WI_1,WI,HOUSEHOLD,899,Sunday,6,2015,,,,
2016-04-14,WI_1,WI,HOUSEHOLD,555,Thursday,4,2016,,,,
2011-04-06,WI_1,WI,FOODS,823,Wednesday,4,2011,,,,
2011-07-21,WI_1,WI,FOODS,912,Thursday,7,2011,,,,
2012-01-13,WI_1,WI,FOODS,987,Friday,1,2012,,,,
2012-04-11,WI_1,WI,FOODS,863,Wednesday,4,2012,,,,
2013-03-13,WI_1,WI,FOODS,1553,Wednesday,3,2013,,,,
2013-08-11,WI_1,WI,FOODS,2388,Sunday,8,2013,,,,
2013-08-22,WI_1,WI,FOODS,1921,Thursday,8,2013,,,,
2013-08-28,WI_1,WI,FOODS,1869,Wednesday,8,2013,,,,
2013-09-24,WI_1,WI,FOODS,1500,Tuesday,9,2013,,,,
2013-10-17,WI_1,WI,FOODS,1621,Thursday,10,2013,,,,
2014-03-17,WI_1,WI,FOODS,1565,Monday,3,2014,StPatricksDay,Cultural,,
2014-09-22,WI_1,WI,FOODS,1804,Monday,9,2014,,,,
2014-11-10,WI_1,WI,FOODS,1847,Monday,11,2014,,,,
2015-01-04,WI_1,WI,FOODS,2750,Sunday,1,2015,,,,
2015-03-07,WI_1,WI,FOODS,3351,Saturday,3,2015,,,,
2015-04-18,WI_1,WI,FOODS,2917,Saturday,4,2015,,,,
2015-08-07,WI_1,WI,FOODS,2201,Friday,8,2015,,,,
2016-02-11,WI_1,WI,FOODS,2793,Thursday,2,2016,,,,
2011-01-29,TX_3,TX,FOODS,2284,Saturday,1,2011,,,,
2011-02-16,TX_3,TX,FOODS,1554,Wednesday,2,2011,,,,
2011-04-01,TX_3,TX,FOODS,1724,Friday,4,2011,,,,
2011-08-24,TX_3,TX,FOODS,1581,Wednesday,8,2011,,,,
2011-10-06,TX_3,TX,FOODS,2123,Thursday,10,2011,,,,
2011-10-29,TX_3,TX,FOODS,2024,Saturday,10,2011,,,,
2012-03-08,TX_3,TX,FOODS,1740,Thursday,3,2012,Purim End,Religious,,
2012-07-20,TX_3,TX,FOODS,2356,Friday,7,2012,Ramadan starts,Religious,,
2013-02-17,TX_3,TX,FOODS,2648,Sunday,2,2013,,,,
2013-03-04,TX_3,TX,FOODS,1832,Monday,3,2013,,,,
2014-05-17,TX_3,TX,FOODS,2418,Saturday,5,2014,,,,
2014-09-04,TX_3,TX,FOODS,1862,Thursday,9,2014,,,,
2014-10-31,TX_3,TX,FOODS,1931,Friday,10,2014,Halloween,Cultural,,
2015-07-30,TX_3,TX,FOODS,1889,Thursday,7,2015,,,,
2015-10-23,TX_3,TX,FOODS,2421,Friday,10,2015,,,,
2015-11-03,TX_3,TX,FOODS,2247,Tuesday,11,2015,,,,
2015-11-07,TX_3,TX,FOODS,2693,Saturday,11,2015,,,,
2011-04-08,WI_1,WI,HOBBIES,434,Friday,4,2011,,,,
2012-07-30,WI_1,WI,HOBBIES,234,Monday,7,2012,,,,
2013-01-09,WI_1,WI,HOBBIES,177,Wednesday,1,2013,,,,
2013-02-09,WI_1,WI,HOBBIES,375,Saturday,2,2013,,,,
2013-05-08,WI_1,WI,HOBBIES,289,Wednesday,5,2013,,,,
2013-11-15,WI_1,WI,HOBBIES,418,Friday,11,2013,,,,
2014-02-04,WI_1,WI,HOBBIES,371,Tuesday,2,2014,,,,
2014-03-29,WI_1,WI,HOBBIES,588,Saturday,3,2014,,,,
2014-06-27,WI_1,WI,HOBBIES,430,Friday,6,2014,,,,
2014-09-23,WI_1,WI,HOBBIES,263,Tuesday,9,2014,,,,
2015-09-03,WI_1,WI,HOBBIES,344,Thursday,9,2015,,,,
2015-11-27,WI_1,WI,HOBBIES,302,Friday,11,2015,,,,
2016-03-03,WI_1,WI,HOBBIES,397,Thursday,3,2016,,,,
2016-04-24,WI_1,WI,HOBBIES,574,Sunday,4,2016,,,,
2011-04-09,WI_1,WI,HOUSEHOLD,464,Saturday,4,2011,,,,
2011-12-06,WI_1,WI,HOUSEHOLD,291,Tuesday,12,2011,,,,
2012-02-06,WI_1,WI,HOUSEHOLD,358,Monday,2,2012,,,,
2012-03-07,WI_1,WI,HOUSEHOLD,391,Wednesday,3,2012,,,,
2012-04-23,WI_1,WI,HOUSEHOLD,418,Monday,4,2012,,,,
2012-05-07,WI_1,WI,HOUSEHOLD,344,Monday,5,2012,,,,
2013-01-16,WI_1,WI,HOUSEHOLD,387,Wednesday,1,2013,,,,
2013-02-06,WI_1,WI,HOUSEHOLD,481,Wednesday,2,2013,,,,
2013-10-19,WI_1,WI,HOUSEHOLD,627,Saturday,10,2013,,,,
2014-02-12,WI_1,WI,HOUSEHOLD,515,Wednesday,2,2014,,,,
2014-12-14,WI_1,WI,HOUSEHOLD,629,Sunday,12,2014,,,,
2015-02-06,WI_1,WI,HOUSEHOLD,797,Friday,2,2015,,,,
2016-02-09,WI_1,WI,HOUSEHOLD,594,Tuesday,2,2016,,,,
2011-03-02,WI_1,WI,FOODS,813,Wednesday,3,2011,,,,
2011-12-04,WI_1,WI,FOODS,1138,Sunday,12,2011,,,,
2012-01-24,WI_1,WI,FOODS,954,Tuesday,1,2012,,,,
2012-03-11,WI_1,WI,FOODS,1173,Sunday,3,2012,,,,
2012-06-05,WI_1,WI,FOODS,1085,Tuesday,6,2012,,,,
2012-07-24,WI_1,WI,FOODS,958,Tuesday,7,2012,,,,
2012-10-16,WI_1,WI,FOODS,751,Tuesday,10,2012,,,,
2012-11-03,WI_1,WI,FOODS,2858,Saturday,11,2012,,,,
2012-11-07,WI_1,WI,FOODS,1560,Wednesday,11,2012,,,,
2013-01-14,WI_1,WI,FOODS,1843,Monday,1,2013,,,,
2013-05-02,WI_1,WI,FOODS,1424,Thursday,5,2013,,,,
2013-07-05,WI_1,WI,FOODS,2257,Friday,7,2013,,,,
2013-09-17,WI_1,WI,FOODS,1474,Tuesday,9,2013,,,,
2014-03-26,WI_1,WI,FOODS,1623,Wednesday,3,2014,,,,
2014-04-21,WI_1,WI,FOODS,1678,Monday,4,2014,,,,
2014-07-04,WI_1,WI,FOODS,2402,Friday,7,2014,IndependenceDay,National,,
2014-08-01,WI_1,WI,FOODS,2576,Friday,8,2014,,,,
2014-08-21,WI_1,WI,FOODS,2156,Thursday,8,2014,,,,
2014-11-07,WI_1,WI,FOODS,2154,Friday,11,2014,,,,
2015-01-27,WI_1,WI,FOODS,1813,Tuesday,1,2015,,,,
2015-02-17,WI_1,WI,FOODS,1845,Tuesday,2,2015,,,,
2015-02-24,WI_1,WI,FOODS,1856,Tuesday,2,2015,,,,
2015-06-26,WI_1,WI,FOODS,2252,Friday,6,2015,,,,
2015-07-04,WI_1,WI,FOODS,2376,Saturday,7,2015,IndependenceDay,National,,
2015-08-09,WI_1,WI,FOODS,2750,Sunday,8,2015,,,,
2016-01-05,WI_1,WI,FOODS,2234,Tuesday,1,2016,,,,
2011-05-19,TX_3,TX,FOODS,1264,Thursday,5,2011,,,,
2011-08-07,TX_3,TX,FOODS,2908,Sunday,8,2011,,,,
2012-09-13,TX_3,TX,FOODS,1750,Thursday,9,2012,,,,
2012-12-14,TX_3,TX,FOODS,2011,Friday,12,2012,,,,
2013-09-25,TX_3,TX,FOODS,1896,Wednesday,9,2013,,,,
2014-04-24,TX_3,TX,FOODS,2036,Thursday,4,2014,,,,
2014-05-30,TX_3,TX,FOODS,2005,Friday,5,2014,,,,
2015-08-22,TX_3,TX,FOODS,2459,Saturday,8,2015,,,,
2011-02-09,WI_1,WI,HOBBIES,260,Wednesday,2,2011,,,,
2011-02-19,WI_1,WI,HOBBIES,651,Saturday,2,2011,,,,
2011-05-02,WI_1,WI,HOBBIES,249,Monday,5,2011,,,,
2011-06-25,WI_1,WI,HOBBIES,392,Saturday,6,2011,,,,
2011-12-16,WI_1,WI,HOBBIES,355,Friday,12,2011,,,,
2013-04-11,WI_1,WI,HOBBIES,286,Thursday,4,2013,,,,
2013-07-11,WI_1,WI,HOBBIES,367,Thursday,7,2013,,,,
2013-10-31,WI_1,WI,HOBBIES,265,Thursday,10,2013,Halloween,Cultural,,
2014-10-10,WI_1,WI,HOBBIES,396,Friday,10,2014,,,,
2015-02-21,WI_1,WI,HOBBIES,571,Saturday,2,2015,,,,
2015-08-22,WI_1,WI,HOBBIES,573,Saturday,8,2015,,,,
2015-09-11,WI_1,WI,HOBBIES,502,Friday,9,2015,,,,
2015-10-13,WI_1,WI,HOBBIES,311,Tuesday,10,2015,,,,
2015-12-05,WI_1,WI,HOBBIES,648,Saturday,12,2015,,,,
2016-03-24,WI_1,WI,HOBBIES,260,Thursday,3,2016,Purim End,Religious,,
2011-08-18,WI_1,WI,HOUSEHOLD,335,Thursday,8,2011,,,,
2012-04-04,WI_1,WI,HOUSEHOLD,318,Wednesday,4,2012,,,,
2012-08-21,WI_1,WI,HOUSEHOLD,464,Tuesday,8,2012,,,,
2012-11-01,WI_1,WI,HOUSEHOLD,644,Thursday,11,2012,,,,
2012-12-13,WI_1,WI,HOUSEHOLD,430,Thursday,12,2012,,,,
2012-12-23,WI_1,WI,HOUSEHOLD,607,Sunday,12,2012,,,,
2013-03-22,WI_1,WI,HOUSEHOLD,598,Friday,3,2013,,,,
2014-09-06,WI_1,WI,HOUSEHOLD,788,Saturday,9,2014,,,,
2014-09-17,WI_1,WI,HOUSEHOLD,464,Wednesday,9,2014,,,,
2015-04-16,WI_1,WI,HOUSEHOLD,562,Thursday,4,2015,,,,
2016-01-07,WI_1,WI,HOUSEHOLD,561,Thursday,1,2016,OrthodoxChristmas,Religious,,
2011-05-31,WI_1,WI,FOODS,727,Tuesday,5,2011,NBAFinalsStart,Sporting,,
2011-07-13,WI_1,WI,FOODS,771,Wednesday,7,2011,,,,
2011-07-29,WI_1,WI,FOODS,879,Friday,7,2011,,,,
2012-04-14,WI_1,WI,FOODS,1225,Saturday,4,2012,Pesach End,Religious,,
2012-05-02,WI_1,WI,FOODS,1003,Wednesday,5,2012,,,,
2012-09-19,WI_1,WI,FOODS,846,Wednesday,9,2012,,,,
2012-10-09,WI_1,WI,FOODS,869,Tuesday,10,2012,,,,
2012-10-12,WI_1,WI,FOODS,1062,Friday,10,2012,,,,
2012-11-17,WI_1,WI,FOODS,2812,Saturday,11,2012,,,,
2012-12-18,WI_1,WI,FOODS,1879,Tuesday,12,2012,,,,
2013-03-27,WI_1,WI,FOODS,1589,Wednesday,3,2013,,,,
2013-09-26,WI_1,WI,FOODS,1628,Thursday,9,2013,,,,
2014-05-13,WI_1,WI,FOODS,2056,Tuesday,5,2014,,,,
2014-12-17,WI_1,WI,FOODS,1965,Wednesday,12,2014,,,,
2015-08-27,WI_1,WI,FOODS,1914,Thursday,8,2015,,,,
2015-09-30,WI_1,WI,FOODS,1823,Wednesday,9,2015,,,,
2011-05-12,TX_3,TX,FOODS,1419,Thursday,5,2011,,,,
2011-09-20,TX_3,TX,FOODS,1588,Tuesday,9,2011,,,,
2012-01-09,TX_3,TX,FOODS,1747,Monday,1,2012,,,,
2012-12-02,TX_3,TX,FOODS,2326,Sunday,12,2012,,,,
2013-09-29,TX_3,TX,FOODS,2423,Sunday,9,2013,,,,
2013-12-19,TX_3,TX,FOODS,2210,Thursday,12,2013,,,,
2014-01-04,TX_3,TX,FOODS,2355,Saturday,1,2014,,,,
2014-02-23,TX_3,TX,FOODS,2700,Sunday,2,2014,,,,
2014-04-12,TX_3,TX,FOODS,2809,Saturday,4,2014,,,,
2014-06-13,TX_3,TX,FOODS,2910,Friday,6,2014,,,,
2015-01-08,TX_3,TX,FOODS,1471,Thursday,1,2015,,,,
2015-01-18,TX_3,TX,FOODS,2512,Sunday,1,2015,,,,
2015-03-17,TX_3,TX,FOODS,2127,Tuesday,3,2015,StPatricksDay,Cultural,,
2015-12-21,TX_3,TX,FOODS,2036,Monday,12,2015,,,,
2016-01-09,TX_3,TX,FOODS,2774,Saturday,1,2016,,,,
2016-03-07,TX_3,TX,FOODS,2954,Monday,3,2016,,,,
2016-03-14,TX_3,TX,FOODS,2633,Monday,3,2016,,,,
2011-02-20,WI_1,WI,HOBBIES,321,Sunday,2,2011,,,,
2011-03-19,WI_1,WI,HOBBIES,502,Saturday,3,2011,,,,
2011-03-22,WI_1,WI,HOBBIES,209,Tuesday,3,2011,,,,
2011-03-31,WI_1,WI,HOBBIES,453,Thursday,3,2011,,,,
2011-06-07,WI_1,WI,HOBBIES,258,Tuesday,6,2011,,,,
2011-11-05,WI_1,WI,HOBBIES,504,Saturday,11,2011,,,,
2012-09-17,WI_1,WI,HOBBIES,167,Monday,9,2012,,,,
2013-11-05,WI_1,WI,HOBBIES,265,Tuesday,11,2013,,,,
2014-05-14,WI_1,WI,HOBBIES,286,Wednesday,5,2014,,,,
2014-08-07,WI_1,WI,HOBBIES,321,Thursday,8,2014,,,,
2014-12-26,WI_1,WI,HOBBIES,396,Friday,12,2014,,,,
2015-02-24,WI_1,WI,HOBBIES,356,Tuesday,2,2015,,,,
2015-05-06,WI_1,WI,HOBBIES,335,Wednesday,5,2015,,,,
2015-05-17,WI_1,WI,HOBBIES,481,Sunday,5,2015,,,,
2015-06-26,WI_1,WI,HOBBIES,459,Friday,6,2015,,,,
2015-09-28,WI_1,WI,HOBBIES,234,Monday,9,2015,,,,
2016-02-16,WI_1,WI,HOBBIES,329,Tuesday,2,2016,,,,
2016-02-29,WI_1,WI,HOBBIES,365,Monday,2,2016,,,,
2011-01-29,WI_1,WI,HOUSEHOLD,508,Saturday,1,2011,,,,
2011-06-25,WI_1,WI,HOUSEHOLD,430,Saturday,6,2011,,,,
2011-08-08,WI_1,WI,HOUSEHOLD,314,Monday,8,2011,,,,
2011-09-11,WI_1,WI,HOUSEHOLD,420,Sunday,9,2011,,,,
2012-04-12,WI_1,WI,HOUSEHOLD,514,Thursday,4,2012,,,,
2012-05-06,WI_1,WI,HOUSEHOLD,417,Sunday,5,2012,,,,
2012-07-08,WI_1,WI,HOUSEHOLD,563,Sunday,7,2012,,,,
2012-07-16,WI_1,WI,HOUSEHOLD,413,Monday,7,2012,,,,
2012-09-22,WI_1,WI,HOUSEHOLD,637,Saturday,9,2012,,,,
2012-10-01,WI_1,WI,HOUSEHOLD,430,Monday,10,2012,,,,
2012-11-12,WI_1,WI,HOUSEHOLD,492,Monday,11,2012,,,,
2012-12-02,WI_1,WI,HOUSEHOLD,632,Sunday,12,2012,,,,
2013-11-05,WI_1,WI,HOUSEHOLD,326,Tuesday,11,2013,,,,
2014-03-06,WI_1,WI,HOUSEHOLD,598,Thursday,3,2014,,,,
2014-09-11,WI_1,WI,HOUSEHOLD,513,Thursday,9,2014,,,,
2014-12-26,WI_1,WI,HOUSEHOLD,669,Friday,12,2014,,,,
2015-04-18,WI_1,WI,HOUSEHOLD,1050,Saturday,4,2015,,,,
2015-09-22,WI_1,WI,HOUSEHOLD,621,Tuesday,9,2015,,,,
2016-01-13,WI_1,WI,HOUSEHOLD,476,Wednesday,1,2016,,,,
2016-02-10,WI_1,WI,HOUSEHOLD,669,Wednesday,2,2016,LentStart,Religious,,
2011-04-07,WI_1,WI,FOODS,773,Thursday,4,2011,,,,
2011-06-20,WI_1,WI,FOODS,709,Monday,6,2011,,,,
2011-07-30,WI_1,WI,FOODS,1073,Saturday,7,2011,,,,
2012-08-03,WI_1,WI,FOODS,1201,Friday,8,2012,,,,
2012-09-30,WI_1,WI,FOODS,1139,Sunday,9,2012,,,,
2013-04-16,WI_1,WI,FOODS,1494,Tuesday,4,2013,,,,
2013-06-24,WI_1,WI,FOODS,1747,Monday,6,2013,,,,
2013-09-28,WI_1,WI,FOODS,2538,Saturday,9,2013,,,,
2014-04-30,WI_1,WI,FOODS,1793,Wednesday,4,2014,,,,
2014-06-13,WI_1,WI,FOODS,2469,Friday,6,2014,,,,
2014-11-12,WI_1,WI,FOODS,1907,Wednesday,11,2014,,,,
2014-12-10,WI_1,WI,FOODS,1848,Wednesday,12,2014,,,,
2015-01-13,WI_1,WI,FOODS,1890,Tuesday,1,2015,,,,
2015-07-08,WI_1,WI,FOODS,2156,Wednesday,7,2015,,,,
2015-08-17,WI_1,WI,FOODS,2167,Monday,8,2015,,,,
2015-09-08,WI_1,WI,FOODS,1972,Tuesday,9,2015,,,,
2015-09-10,WI_1,WI,FOODS,2067,Thursday,9,2015,,,,
2015-10-19,WI_1,WI,FOODS,2098,Monday,10,2015,,,,
2016-01-02,WI_1,WI,FOODS,3232,Saturday,1,2016,,,,
2012-03-24,TX_3,TX,FOODS,2491,Saturday,3,2012,,,,
2013-02-21,TX_3,TX,FOODS,1720,Thursday,2,2013,,,,
2013-10-22,TX_3,TX,FOODS,1686,Tuesday,10,2013,,,,
2014-05-26,TX_3,TX,FOODS,1966,Monday,5,2014,MemorialDay,National,,
2014-05-28,TX_3,TX,FOODS,1892,Wednesday,5,2014,,,,
2014-10-02,TX_3,TX,FOODS,2140,Thursday,10,2014,,,,
2014-11-07,TX_3,TX,FOODS,2115,Friday,11,2014,,,,
2015-01-29,TX_3,TX,FOODS,1572,Thursday,1,2015,,,,
2015-08-26,TX_3,TX,FOODS,1955,Wednesday,8,2015,,,,
2015-11-14,TX_3,TX,FOODS,2579,Saturday,11,2015,,,,
2015-12-03,TX_3,TX,FOODS,2244,Thursday,12,2015,,,,
2016-01-23,TX_3,TX,FOODS,2500,Saturday,1,2016,,,,
2016-03-03,TX_3,TX,FOODS,2617,Thursday,3,2016,,,,
2011-01-30,WI_1,WI,HOBBIES,443,Sunday,1,2011,,,,
2011-05-25,WI_1,WI,HOBBIES,219,Wednesday,5,2011,,,,
2011-05-30,WI_1,WI,HOBBIES,152,Monday,5,2011,MemorialDay,National,,
2011-11-12,WI_1,WI,HOBBIES,488,Saturday,11,2011,,,,
2012-01-08,WI_1,WI,HOBBIES,281,Sunday,1,2012,,,,
2012-01-16,WI_1,WI,HOBBIES,353,Monday,1,2012,MartinLutherKingDay,National,,
2012-09-07,WI_1,WI,HOBBIES,234,Friday,9,2012,,,,
2013-04-05,WI_1,WI,HOBBIES,348,Friday,4,2013,,,,
2013-05-11,WI_1,WI,HOBBIES,617,Saturday,5,2013,,,,
2013-08-12,WI_1,WI,HOBBIES,359,Monday,8,2013,,,,
2013-11-28,WI_1,WI,HOBBIES,108,Thursday,11,2013,Thanksgiving,National,,
2014-08-15,WI_1,WI,HOBBIES,318,Friday,8,2014,,,,
2015-01-30,WI_1,WI,HOBBIES,507,Friday,1,2015,,,,
2015-02-10,WI_1,WI,HOBBIES,345,Tuesday,2,2015,,,,
2015-04-08,WI_1,WI,HOBBIES,364,Wednesday,4,2015,,,,
2011-02-23,WI_1,WI,HOUSEHOLD,324,Wednesday,2,2011,,,,
2011-06-08,WI_1,WI,HOUSEHOLD,276,Wednesday,6,2011,,,,
2012-03-29,WI_1,WI,HOUSEHOLD,380,Thursday,3,2012,,,,
2012-04-24,WI_1,WI,HOUSEHOLD,322,Tuesday,4,2012,,,,
2012-12-14,WI_1,WI,HOUSEHOLD,523,Friday,12,2012,,,,
2013-08-12,WI_1,WI,HOUSEHOLD,509,Monday,8,2013,,,,
2014-01-25,WI_1,WI,HOUSEHOLD,751,Saturday,1,2014,,,,
2015-03-26,WI_1,WI,HOUSEHOLD,591,Thursday,3,2015,,,,
2016-03-17,WI_1,WI,HOUSEHOLD,589,Thursday,3,2016,StPatricksDay,Cultural,,
2011-02-19,WI_1,WI,FOODS,1338,Saturday,2,2011,,,,
2011-03-25,WI_1,WI,FOODS,954,Friday,3,2011,,,,
2011-06-01,WI_1,WI,FOODS,778,Wednesday,6,2011,,,,
2011-08-03,WI_1,WI,FOODS,735,Wednesday,8,2011,,,,
2011-10-31,WI_1,WI,FOODS,629,Monday,10,2011,Halloween,Cultural,,
2012-03-19,WI_1,WI,FOODS,842,Monday,3,2012,,,,
2012-06-08,WI_1,WI,FOODS,1394,Friday,6,2012,,,,
2013-05-03,WI_1,WI,FOODS,1930,Friday,5,2013,,,,
2013-12-31,WI_1,WI,FOODS,2232,Tuesday,12,2013,,,,
2014-01-23,WI_1,WI,FOODS,1501,Thursday,1,2014,,,,
2014-06-29,WI_1,WI,FOODS,2634,Sunday,6,2014,Ramadan starts,Religious,,
2014-10-19,WI_1,WI,FOODS,2690,Sunday,10,2014,,,,
2014-12-14,WI_1,WI,FOODS,2945,Sunday,12,2014,,,,
2015-02-10,WI_1,WI,FOODS,2114,Tuesday,2,2015,,,,
2015-03-16,WI_1,WI,FOODS,2104,Monday,3,2015,,,,
2015-05-15,WI_1,WI,FOODS,2353,Friday,5,2015,,,,
2015-05-31,WI_1,WI,FOODS,2722,Sunday,5,2015,,,,
2015-08-23,WI_1,WI,FOODS,2523,Sunday,8,2015,,,,
2015-09-14,WI_1,WI,FOODS,2288,Monday,9,2015,,,,
2015-10-21,WI_1,WI,FOODS,2111,Wednesday,10,2015,,,,
2015-11-02,WI_1,WI,FOODS,2153,Monday,11,2015,,,,
2016-03-06,WI_1,WI,FOODS,3941,Sunday,3,2016,,,,
2011-03-16,TX_3,TX,FOODS,1532,Wednesday,3,2011,LentWeek2,Religious,,
2011-07-15,TX_3,TX,FOODS,2184,Friday,7,2011,,,,
2012-02-22,TX_3,TX,FOODS,1408,Wednesday,2,2012,LentStart,Religious,,
2012-05-11,TX_3,TX,FOODS,2047,Friday,5,2012,,,,
2012-08-14,TX_3,TX,FOODS,2236,Tuesday,8,2012,,,,
2012-10-24,TX_3,TX,FOODS,1548,Wednesday,10,2012,,,,
